model,n_rows,n_events,treat_coef,treat_hr,treat_se,treat_p,speed_coef,speed_se,speed_p
AllData_Speed,3999699,131603,0.07934810987364857,1.0825811136587637,0.0089432593790813,7.159076577781011e-19,0.004266634092610156,0.003271077633835746,0.19211385994984848
