model,n_rows,n_events,treat_coef,treat_hr,treat_se,treat_p,treat_ci_lo,treat_ci_hi,gap_coef,gap_hr,gap_p
AllData_Main,3999699,131603,0.1069673364992834,1.1128979027441976,0.01142814582953254,7.974385515857097e-21,1.0882474761477372,1.1381066982270611,-4.670261111995309e-13,0.9999999999995329,0.9999999999740546
